Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Year,Month,Day,dow
two year,no,bank transfer,92.0,6474.4,female,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,yes,bank transfer,103.1,6595.0,female,0,no,no,yes,fiber optic,yes,yes,yes,yes,no,yes,2014,8,1,4
two year,no,credit card,25.55,1336.1,male,0,yes,yes,yes,no,no,no,no,no,no,no,2015,9,1,1
month-to-month,yes,bank transfer,79.0,929.3,female,0,no,no,yes,fiber optic,yes,no,no,no,no,no,2019,3,1,4
month-to-month,no,bank transfer,60.95,134.6,male,0,no,yes,yes,dsl,yes,yes,no,no,no,no,2019,12,1,6
one year,no,electronic check,87.4,5918.8,male,0,yes,yes,yes,fiber optic,no,yes,yes,no,no,no,2014,6,1,6
month-to-month,no,mailed check,74.15,1387.0,male,0,no,no,yes,fiber optic,no,no,no,no,no,no,2018,8,1,2
month-to-month,yes,electronic check,94.75,1691.9,male,0,yes,no,yes,fiber optic,no,no,no,no,yes,yes,2018,8,1,2
one year,yes,credit card,100.7,6018.65,female,0,yes,yes,yes,fiber optic,yes,yes,yes,no,no,yes,2015,1,1,3
two year,yes,bank transfer,107.65,7082.85,female,0,yes,no,yes,fiber optic,no,yes,yes,yes,yes,yes,2014,9,1,0
two year,no,mailed check,20.0,810.3,female,0,no,no,no,no,no,no,no,no,no,no,2016,9,1,3
month-to-month,no,credit card,50.1,910.45,male,0,yes,yes,yes,dsl,no,no,no,no,no,no,2018,7,1,6
month-to-month,yes,electronic check,19.95,82.9,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,10,1,1
month-to-month,no,electronic check,54.3,1296.8,male,0,yes,yes,no,dsl,yes,no,no,yes,no,no,2018,1,1,0
two year,no,credit card,84.45,5899.85,male,1,yes,no,yes,dsl,yes,yes,yes,no,yes,yes,2014,2,1,5
month-to-month,yes,mailed check,55.8,274.35,male,0,no,no,no,dsl,yes,no,yes,no,no,no,2019,9,1,6
one year,yes,credit card,81.25,4639.45,female,0,yes,no,no,fiber optic,yes,no,yes,no,no,no,2015,3,1,6
two year,no,credit card,25.8,1911.5,female,0,yes,no,yes,no,no,no,no,no,no,no,2014,6,1,6
two year,yes,bank transfer,24.05,1230.9,male,0,yes,yes,yes,no,no,no,no,no,no,no,2015,8,1,5
one year,no,credit card,20.3,467.15,male,0,no,no,no,no,no,no,no,no,no,no,2018,4,1,6
month-to-month,yes,credit card,52.15,2583.75,female,0,yes,no,yes,dsl,no,no,no,no,no,no,2016,1,1,4
month-to-month,yes,bank transfer,79.15,4018.55,female,0,yes,yes,no,fiber optic,yes,yes,no,no,no,no,2015,11,1,6
two year,no,mailed check,25.6,485.9,female,0,yes,yes,yes,no,no,no,no,no,no,no,2018,7,1,6
month-to-month,no,credit card,80.55,188.1,female,0,no,yes,yes,fiber optic,yes,no,no,no,no,no,2019,12,1,6
one year,no,mailed check,19.55,294.5,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,12,1,5
two year,yes,credit card,97.75,6991.6,male,0,yes,yes,yes,fiber optic,yes,yes,no,yes,no,yes,2014,2,1,5
two year,no,credit card,98.0,6218.45,female,0,no,no,yes,fiber optic,yes,yes,yes,no,yes,no,2014,11,1,5
month-to-month,yes,mailed check,64.4,253.0,female,0,no,no,yes,dsl,no,no,no,yes,yes,no,2019,10,1,1
one year,no,mailed check,64.8,1175.6,male,0,yes,no,no,dsl,yes,yes,no,no,no,yes,2018,9,1,5
month-to-month,yes,electronic check,94.45,5124.6,male,0,no,no,yes,fiber optic,no,yes,no,yes,no,yes,2015,5,1,4
month-to-month,yes,bank transfer,93.25,6669.45,male,0,yes,no,yes,fiber optic,no,yes,yes,no,no,yes,2014,3,1,5
one year,no,bank transfer,19.6,189.45,male,0,yes,no,no,no,no,no,no,no,no,no,2019,4,1,0
two year,yes,credit card,88.05,6425.65,female,1,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,yes,credit card,24.95,1718.35,female,0,yes,no,yes,no,no,no,no,no,no,no,2014,5,1,3
month-to-month,no,electronic check,90.05,4137.2,male,0,yes,yes,no,fiber optic,yes,no,yes,no,no,yes,2016,3,1,1
two year,yes,bank transfer,20.5,1198.8,male,0,yes,no,no,no,no,no,no,no,no,no,2015,2,1,6
month-to-month,no,mailed check,19.25,48.35,male,0,no,yes,no,no,no,no,no,no,no,no,2019,12,1,6
month-to-month,yes,credit card,90.05,3097.0,male,0,yes,yes,yes,fiber optic,no,no,yes,no,no,yes,2017,4,1,5
one year,yes,bank transfer,65.85,3928.3,male,0,yes,yes,no,dsl,yes,yes,yes,yes,no,no,2015,2,1,6
one year,yes,electronic check,100.15,5409.75,female,1,no,no,yes,fiber optic,no,no,yes,no,yes,yes,2015,7,1,2
month-to-month,yes,electronic check,92.55,4779.45,male,0,yes,yes,no,fiber optic,no,yes,no,yes,yes,no,2015,9,1,1
two year,no,credit card,86.45,5175.3,female,0,no,no,yes,dsl,yes,no,yes,yes,yes,yes,2015,1,1,3
month-to-month,no,electronic check,101.15,3741.85,male,1,yes,yes,yes,fiber optic,no,yes,no,no,yes,yes,2016,12,1,3
month-to-month,yes,bank transfer,104.95,6236.75,female,0,no,no,no,fiber optic,yes,no,yes,yes,yes,yes,2015,2,1,6
two year,no,bank transfer,20.15,930.9,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,12,1,1
month-to-month,yes,mailed check,55.3,501.2,female,0,yes,yes,yes,dsl,no,yes,no,no,no,no,2019,5,1,2
two year,no,credit card,19.7,1415.85,female,0,yes,yes,no,no,no,no,no,no,no,no,2014,3,1,5
two year,yes,credit card,64.2,3009.5,female,0,yes,no,no,dsl,no,yes,no,yes,yes,no,2016,4,1,4
month-to-month,yes,electronic check,109.95,3782.4,male,0,yes,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,2017,3,1,2
one year,yes,credit card,19.65,478.1,female,0,no,no,no,no,no,no,no,no,no,no,2018,3,1,3
month-to-month,yes,bank transfer,64.95,1339.8,male,1,yes,no,no,dsl,yes,yes,no,no,no,yes,2018,5,1,1
month-to-month,no,electronic check,19.75,313.4,male,0,yes,yes,no,no,no,no,no,no,no,no,2018,10,1,0
two year,yes,bank transfer,105.65,6844.5,male,0,no,no,no,fiber optic,yes,no,yes,yes,yes,yes,2014,8,1,4
month-to-month,no,mailed check,19.95,268.4,male,0,no,yes,no,no,no,no,no,no,no,no,2018,12,1,5
two year,no,bank transfer,20.25,890.35,female,0,yes,yes,no,no,no,no,no,no,no,no,2016,4,1,4
month-to-month,yes,electronic check,80.7,239.45,female,0,yes,yes,no,fiber optic,no,no,no,no,yes,no,2019,11,1,4
month-to-month,yes,mailed check,84.05,2909.95,male,0,yes,yes,no,fiber optic,no,no,yes,no,yes,no,2017,4,1,5
month-to-month,yes,electronic check,20.25,61.45,male,0,no,no,no,no,no,no,no,no,no,no,2019,11,1,4
month-to-month,yes,mailed check,84.6,2088.05,female,0,no,no,yes,fiber optic,no,no,no,no,yes,no,2018,1,1,0
month-to-month,yes,mailed check,105.0,2007.25,female,1,no,no,no,fiber optic,yes,yes,no,yes,yes,yes,2018,7,1,6
two year,no,credit card,105.1,6631.85,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2014,9,1,0
one year,yes,electronic check,111.25,7511.65,female,0,yes,no,yes,fiber optic,yes,no,yes,yes,yes,yes,2014,7,1,1
month-to-month,yes,electronic check,75.25,576.7,female,0,no,no,yes,fiber optic,no,no,no,no,no,no,2019,6,1,5
two year,no,credit card,70.9,4677.1,male,0,yes,no,yes,dsl,yes,yes,yes,yes,no,no,2014,7,1,1
one year,no,credit card,59.45,1507.0,male,0,no,no,no,dsl,no,no,no,yes,yes,no,2017,12,1,4
month-to-month,no,electronic check,75.25,3017.65,male,0,no,no,yes,fiber optic,no,no,no,no,no,no,2016,10,1,5
month-to-month,no,electronic check,54.25,2538.2,male,0,yes,yes,yes,dsl,no,yes,no,no,no,no,2016,3,1,1
month-to-month,yes,mailed check,98.55,2031.95,male,0,no,no,yes,fiber optic,no,no,no,yes,yes,yes,2018,6,1,4
two year,no,bank transfer,21.0,1107.2,male,0,no,no,no,no,no,no,no,no,no,no,2015,10,1,3
one year,no,bank transfer,93.7,5860.7,female,0,yes,no,no,fiber optic,yes,yes,no,yes,no,yes,2015,1,1,3
month-to-month,yes,credit card,94.45,742.95,female,1,no,no,no,fiber optic,no,no,yes,no,yes,yes,2019,5,1,2
two year,no,credit card,89.1,6352.4,female,1,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,yes,credit card,51.1,1269.6,male,0,no,no,no,dsl,no,no,no,yes,no,no,2018,2,1,3
month-to-month,no,electronic check,69.35,261.65,male,1,no,no,no,fiber optic,no,no,no,no,no,no,2019,10,1,1
month-to-month,yes,electronic check,83.95,2254.2,male,0,no,no,yes,fiber optic,no,no,no,no,no,yes,2017,11,1,2
one year,no,electronic check,89.0,5898.6,female,0,yes,no,yes,fiber optic,yes,yes,no,yes,no,no,2014,8,1,4
two year,no,bank transfer,91.55,5963.95,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,9,1,0
one year,yes,bank transfer,79.95,2727.3,female,0,no,no,no,dsl,yes,no,yes,yes,yes,yes,2017,4,1,5
two year,yes,mailed check,81.0,3533.6,female,0,yes,yes,no,dsl,yes,no,yes,yes,yes,yes,2016,5,1,6
two year,yes,credit card,99.0,7061.65,female,0,yes,yes,yes,fiber optic,yes,yes,yes,no,yes,no,2014,3,1,5
month-to-month,no,electronic check,70.3,132.4,male,0,no,no,no,dsl,no,no,no,yes,yes,yes,2019,12,1,6
two year,yes,electronic check,20.05,264.55,female,0,yes,no,no,no,no,no,no,no,no,no,2019,2,1,4
one year,no,mailed check,20.1,296.15,female,0,no,no,no,no,no,no,no,no,no,no,2018,10,1,0
two year,yes,bank transfer,110.1,7746.7,female,1,no,no,yes,fiber optic,yes,yes,no,yes,yes,yes,2014,2,1,5
one year,no,bank transfer,24.05,1301.9,male,0,no,no,yes,no,no,no,no,no,no,no,2015,9,1,1
one year,no,electronic check,100.3,5244.45,female,0,yes,yes,no,fiber optic,yes,no,yes,no,yes,yes,2015,10,1,3
month-to-month,yes,credit card,45.65,747.2,male,0,no,yes,no,dsl,no,no,no,no,no,no,2018,8,1,2
month-to-month,no,credit card,44.7,276.5,male,1,no,no,no,dsl,no,no,no,no,no,no,2019,8,1,3
two year,no,bank transfer,113.8,7845.8,male,1,no,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,yes,bank transfer,116.6,8337.45,male,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,yes,bank transfer,79.75,4438.2,male,1,no,no,yes,dsl,no,yes,yes,no,yes,yes,2015,5,1,4
two year,yes,electronic check,86.1,4890.5,male,0,yes,no,yes,dsl,yes,yes,yes,no,yes,yes,2015,4,1,2
two year,no,bank transfer,25.45,1813.35,female,0,yes,yes,yes,no,no,no,no,no,no,no,2014,3,1,5
two year,no,credit card,84.7,5893.9,female,0,yes,yes,yes,dsl,yes,no,yes,yes,yes,yes,2014,2,1,5
two year,no,mailed check,19.15,343.45,male,0,no,no,no,no,no,no,no,no,no,no,2018,9,1,5
month-to-month,no,bank transfer,56.3,401.5,female,0,yes,yes,no,dsl,no,yes,no,yes,no,no,2019,6,1,5
two year,no,credit card,19.6,1441.65,female,0,no,no,no,no,no,no,no,no,no,no,2014,6,1,6
month-to-month,yes,mailed check,45.25,74.2,female,0,no,no,no,dsl,no,no,no,no,no,no,2019,12,1,6
two year,no,mailed check,19.45,1378.45,male,0,yes,yes,no,no,no,no,no,no,no,no,2014,3,1,5
two year,yes,credit card,69.1,2093.9,male,1,no,no,yes,dsl,no,no,yes,yes,yes,no,2017,8,1,1
one year,no,credit card,19.6,678.8,male,0,yes,yes,no,no,no,no,no,no,no,no,2017,4,1,5
one year,no,credit card,83.7,2633.3,male,0,no,yes,yes,dsl,no,yes,yes,yes,yes,yes,2017,6,1,3
two year,no,mailed check,25.4,153.3,male,0,yes,yes,yes,no,no,no,no,no,no,no,2019,8,1,3
two year,no,mailed check,25.5,1121.05,female,0,yes,no,yes,no,no,no,no,no,no,no,2016,5,1,6
month-to-month,yes,electronic check,111.4,1183.05,male,1,no,no,yes,fiber optic,no,yes,yes,yes,yes,yes,2019,3,1,4
month-to-month,yes,mailed check,72.6,154.3,male,1,no,no,yes,fiber optic,no,no,no,no,no,no,2019,12,1,6
month-to-month,yes,mailed check,76.4,76.4,female,1,yes,no,no,fiber optic,no,yes,no,no,no,no,2019,12,1,6
month-to-month,yes,electronic check,66.1,1912.15,female,0,no,no,yes,dsl,yes,no,no,no,no,yes,2017,9,1,4
one year,yes,bank transfer,85.5,5696.6,male,0,yes,yes,yes,fiber optic,yes,yes,no,no,no,no,2014,6,1,6
two year,yes,bank transfer,19.3,1447.9,male,0,no,no,no,no,no,no,no,no,no,no,2014,5,1,3
month-to-month,yes,credit card,98.85,3145.9,male,0,yes,no,yes,fiber optic,no,yes,no,no,yes,yes,2017,6,1,3
month-to-month,yes,electronic check,79.3,2414.55,male,1,yes,no,yes,fiber optic,no,no,no,yes,no,no,2017,9,1,4
month-to-month,yes,credit card,93.5,4747.5,male,0,no,no,no,fiber optic,yes,yes,no,yes,no,yes,2015,12,1,1
month-to-month,yes,electronic check,78.1,1122.4,female,0,yes,no,no,fiber optic,no,no,no,no,no,yes,2018,12,1,5
month-to-month,yes,bank transfer,19.5,413.0,female,0,no,no,no,no,no,no,no,no,no,no,2018,6,1,4
month-to-month,yes,electronic check,92.0,266.8,male,0,no,no,no,fiber optic,no,no,no,no,yes,yes,2019,11,1,4
month-to-month,yes,electronic check,95.75,573.75,male,1,yes,no,no,fiber optic,no,no,yes,no,yes,yes,2019,7,1,0
month-to-month,yes,electronic check,95.6,1273.3,male,1,no,no,yes,fiber optic,no,no,no,no,yes,yes,2018,12,1,5
month-to-month,yes,credit card,96.9,2085.45,male,0,no,no,yes,fiber optic,no,no,yes,yes,yes,no,2018,3,1,3
one year,yes,bank transfer,104.65,7288.4,male,0,yes,yes,no,fiber optic,yes,yes,yes,no,yes,yes,2014,3,1,5
one year,yes,mailed check,96.9,6314.35,female,0,yes,no,no,fiber optic,yes,no,no,yes,yes,yes,2014,10,1,2
month-to-month,yes,mailed check,109.8,3587.25,female,0,no,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2017,3,1,2
month-to-month,yes,bank transfer,49.95,49.95,female,0,no,no,yes,dsl,no,no,no,no,no,no,2019,12,1,6
month-to-month,no,electronic check,94.55,1173.55,male,0,no,no,yes,fiber optic,no,no,no,no,yes,yes,2019,2,1,4
one year,yes,credit card,97.25,7133.1,male,1,yes,no,yes,fiber optic,no,yes,no,no,yes,yes,2014,2,1,5
one year,no,credit card,54.1,1992.85,male,1,yes,no,no,dsl,no,no,yes,yes,no,no,2017,2,1,2
month-to-month,yes,electronic check,20.2,55.7,male,0,no,no,no,no,no,no,no,no,no,no,2019,10,1,1
month-to-month,yes,bank transfer,49.55,393.45,male,0,yes,no,no,dsl,no,yes,no,no,no,no,2019,6,1,5
month-to-month,no,credit card,80.1,2211.8,male,0,yes,yes,yes,dsl,no,yes,yes,no,yes,yes,2017,9,1,4
one year,yes,electronic check,99.5,5890.0,female,1,no,no,yes,fiber optic,no,no,yes,no,yes,yes,2015,3,1,6
month-to-month,yes,electronic check,54.1,889.0,female,1,no,no,yes,dsl,yes,no,no,no,no,no,2018,10,1,0
month-to-month,yes,mailed check,102.65,4108.15,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2016,10,1,5
two year,no,mailed check,19.75,210.65,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,5,1,2
one year,no,bank transfer,54.25,447.75,female,0,no,no,no,dsl,yes,no,no,yes,no,no,2019,6,1,5
two year,yes,mailed check,19.85,1158.85,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,4,1,2
two year,no,electronic check,105.55,7405.5,male,0,yes,yes,yes,fiber optic,yes,no,yes,no,yes,yes,2014,3,1,5
month-to-month,no,mailed check,19.95,109.6,female,0,no,no,no,no,no,no,no,no,no,no,2019,9,1,6
month-to-month,yes,electronic check,83.55,1329.15,female,0,no,no,no,fiber optic,no,yes,no,no,yes,no,2018,9,1,5
month-to-month,no,electronic check,85.45,2509.95,male,0,yes,yes,yes,fiber optic,no,no,no,no,yes,no,2017,8,1,1
month-to-month,no,electronic check,76.1,257.6,female,0,no,no,yes,fiber optic,no,no,no,no,no,no,2019,11,1,4
one year,no,bank transfer,24.5,343.6,male,0,yes,yes,yes,no,no,no,no,no,no,no,2019,1,1,1
two year,no,mailed check,21.25,711.9,male,0,yes,yes,no,no,no,no,no,no,no,no,2017,8,1,1
month-to-month,no,mailed check,19.7,675.6,male,0,no,no,no,no,no,no,no,no,no,no,2017,4,1,5
two year,yes,electronic check,106.3,5487.0,male,0,yes,no,no,fiber optic,yes,yes,yes,yes,yes,yes,2015,10,1,3
one year,no,electronic check,24.85,1013.6,male,0,yes,yes,yes,no,no,no,no,no,no,no,2016,6,1,2
month-to-month,yes,electronic check,104.1,5135.15,male,0,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes,2016,3,1,1
month-to-month,no,mailed check,18.8,251.25,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,1,1,1
two year,no,mailed check,23.85,625.65,female,0,yes,yes,yes,no,no,no,no,no,no,no,2018,3,1,3
month-to-month,yes,mailed check,50.15,2058.5,male,0,yes,no,no,dsl,no,yes,no,no,no,no,2016,10,1,5
two year,no,credit card,94.1,6302.8,female,0,yes,yes,yes,fiber optic,no,yes,no,yes,yes,no,2014,7,1,1
two year,yes,credit card,115.15,8250.0,female,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,4,1,1
two year,yes,electronic check,60.0,2548.55,male,0,no,no,no,dsl,no,yes,no,no,no,yes,2016,7,1,4
two year,yes,credit card,89.55,6448.85,female,1,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,no,credit card,60.5,3121.45,male,0,yes,yes,no,dsl,yes,yes,no,yes,no,no,2015,11,1,6
one year,no,credit card,59.9,3043.6,male,0,no,no,yes,dsl,yes,no,no,yes,no,no,2015,11,1,6
month-to-month,yes,mailed check,63.55,1381.8,female,1,yes,no,yes,dsl,yes,yes,no,yes,no,no,2018,4,1,6
month-to-month,yes,electronic check,80.75,4116.9,female,0,yes,yes,yes,fiber optic,no,no,no,yes,no,no,2015,11,1,6
two year,yes,bank transfer,109.0,7661.8,female,0,yes,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,3,1,5
month-to-month,yes,mailed check,20.05,75.45,male,0,no,yes,no,no,no,no,no,no,no,no,2019,11,1,4
one year,no,electronic check,94.4,4295.35,female,0,yes,yes,yes,fiber optic,no,yes,yes,no,no,yes,2016,6,1,2
two year,no,mailed check,79.2,2497.2,female,0,no,no,no,dsl,no,yes,yes,yes,yes,yes,2017,7,1,5
month-to-month,yes,bank transfer,74.6,239.05,female,1,yes,no,no,fiber optic,no,yes,no,no,no,no,2019,11,1,4
month-to-month,yes,bank transfer,55.7,2237.55,male,0,no,no,yes,dsl,no,no,yes,no,no,no,2016,9,1,3
month-to-month,yes,bank transfer,103.75,5969.95,male,0,yes,yes,yes,fiber optic,no,yes,no,yes,yes,yes,2015,2,1,6
month-to-month,no,mailed check,65.7,134.35,female,0,yes,yes,no,dsl,no,no,no,no,yes,yes,2019,11,1,4
month-to-month,no,bank transfer,105.25,6786.4,female,1,yes,no,yes,fiber optic,yes,no,yes,no,yes,yes,2014,8,1,4
month-to-month,no,electronic check,79.55,151.75,female,0,no,no,yes,fiber optic,no,yes,no,no,no,no,2019,12,1,6
month-to-month,yes,mailed check,71.45,371.6,male,1,no,no,no,fiber optic,no,no,no,no,no,no,2019,9,1,6
month-to-month,yes,electronic check,79.45,145.15,male,0,no,no,yes,fiber optic,no,yes,no,no,no,no,2019,12,1,6
one year,no,mailed check,54.35,1426.45,male,0,yes,no,no,dsl,yes,no,no,yes,no,no,2017,10,1,6
one year,yes,mailed check,19.5,272.0,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,12,1,5
one year,yes,electronic check,108.85,6287.25,male,1,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2015,3,1,6
month-to-month,no,electronic check,51.55,765.5,male,0,no,no,yes,dsl,no,no,no,no,no,no,2018,10,1,0
month-to-month,yes,electronic check,89.1,1620.8,female,0,yes,no,yes,fiber optic,no,yes,no,no,no,yes,2018,7,1,6
two year,yes,electronic check,89.55,5231.2,male,0,no,no,yes,fiber optic,no,no,yes,no,yes,no,2015,2,1,6
two year,no,credit card,77.35,5550.1,female,0,no,no,no,dsl,yes,yes,yes,yes,yes,no,2014,3,1,5
one year,yes,credit card,76.9,5023.0,male,0,no,no,yes,dsl,yes,yes,yes,no,no,yes,2014,6,1,6
month-to-month,no,credit card,55.5,227.35,female,0,no,no,no,dsl,no,no,no,no,yes,no,2019,10,1,1
month-to-month,yes,credit card,45.2,2065.15,male,0,no,no,no,dsl,no,no,no,no,no,no,2016,4,1,4
two year,no,credit card,19.7,730.4,female,0,yes,yes,no,no,no,no,no,no,no,no,2017,3,1,2
month-to-month,yes,credit card,86.05,3865.6,male,1,no,no,yes,fiber optic,no,no,no,no,yes,no,2016,3,1,1
one year,yes,bank transfer,20.95,495.15,male,0,yes,no,no,no,no,no,no,no,no,no,2018,1,1,0
month-to-month,yes,electronic check,94.95,1760.25,female,1,yes,no,yes,fiber optic,no,no,no,no,yes,yes,2018,7,1,6
month-to-month,yes,bank transfer,74.6,3720.35,male,0,no,no,yes,fiber optic,no,no,no,no,no,no,2016,1,1,4
month-to-month,yes,electronic check,69.1,435.0,male,0,no,no,no,fiber optic,no,no,no,no,no,no,2019,8,1,3
two year,yes,credit card,20.0,1396.0,male,1,no,no,no,no,no,no,no,no,no,no,2014,6,1,6
two year,no,credit card,20.3,1160.75,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,4,1,2
two year,yes,mailed check,20.75,499.4,male,0,no,no,no,no,no,no,no,no,no,no,2018,1,1,0
two year,no,mailed check,24.2,609.05,male,0,yes,yes,yes,no,no,no,no,no,no,no,2018,2,1,3
month-to-month,yes,electronic check,89.75,552.65,female,0,no,no,yes,fiber optic,no,yes,no,no,yes,no,2019,8,1,3
month-to-month,yes,mailed check,69.5,1071.4,male,0,yes,yes,no,dsl,no,yes,yes,yes,no,yes,2018,11,1,3
month-to-month,yes,credit card,92.4,2349.8,male,0,no,no,yes,fiber optic,yes,yes,no,no,yes,no,2017,12,1,4
month-to-month,yes,electronic check,69.1,1083.7,male,0,no,yes,yes,dsl,yes,yes,no,no,no,yes,2018,10,1,0
one year,no,electronic check,70.3,676.15,female,0,yes,yes,yes,dsl,yes,yes,no,no,yes,no,2019,4,1,0
month-to-month,no,mailed check,45.65,985.05,male,0,no,yes,no,dsl,no,no,no,no,no,no,2018,5,1,1
two year,no,credit card,74.0,4868.4,female,0,yes,yes,yes,dsl,yes,yes,no,yes,yes,no,2014,7,1,1
two year,no,credit card,25.25,1006.9,male,0,yes,yes,yes,no,no,no,no,no,no,no,2016,10,1,5
month-to-month,yes,electronic check,80.25,3439.0,male,0,yes,no,yes,fiber optic,no,yes,no,no,no,no,2016,9,1,3
one year,no,mailed check,54.3,1546.3,female,0,no,no,no,dsl,yes,no,no,yes,no,no,2017,10,1,6
two year,no,bank transfer,79.7,5743.3,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,no,2014,4,1,1
month-to-month,no,mailed check,24.7,467.15,male,0,no,yes,yes,no,no,no,no,no,no,no,2018,5,1,1
one year,no,mailed check,19.55,620.75,female,0,no,no,no,no,no,no,no,no,no,no,2017,2,1,2
one year,no,credit card,74.1,5222.3,female,0,yes,yes,no,dsl,yes,yes,yes,yes,no,yes,2014,4,1,1
month-to-month,yes,electronic check,84.05,134.05,female,0,yes,no,yes,fiber optic,no,no,no,no,yes,no,2019,12,1,6
one year,yes,credit card,60.25,3282.75,female,0,no,no,no,dsl,yes,no,yes,yes,no,no,2015,6,1,0
month-to-month,yes,electronic check,70.05,70.05,male,0,no,no,no,fiber optic,no,no,no,no,no,no,2019,12,1,6
month-to-month,no,electronic check,70.5,294.2,male,0,yes,no,no,fiber optic,no,no,no,no,no,no,2019,10,1,1
two year,yes,mailed check,19.15,1177.05,male,0,yes,yes,no,no,no,no,no,no,no,no,2014,11,1,5
two year,no,credit card,70.8,4859.95,male,0,yes,yes,yes,dsl,no,yes,no,yes,no,yes,2014,6,1,6
month-to-month,no,electronic check,80.45,3398.9,female,0,yes,no,yes,fiber optic,no,yes,no,no,no,no,2016,7,1,4
one year,no,bank transfer,26.2,954.9,male,0,no,no,yes,no,no,no,no,no,no,no,2017,3,1,2
two year,no,mailed check,19.95,1189.9,male,0,no,yes,no,no,no,no,no,no,no,no,2015,2,1,6
two year,no,mailed check,111.3,7985.9,female,0,no,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,3,1,5
two year,yes,credit card,90.55,6239.05,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,3,1,5
month-to-month,no,credit card,70.0,1732.6,male,1,no,no,no,fiber optic,no,no,no,no,no,no,2018,2,1,3
one year,yes,credit card,99.95,2292.75,male,0,no,no,no,fiber optic,yes,no,yes,no,yes,yes,2018,3,1,3
two year,yes,bank transfer,109.55,7920.7,male,1,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,2,1,5
two year,yes,credit card,112.6,8126.65,male,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,no,bank transfer,26.1,980.35,male,0,no,no,yes,no,no,no,no,no,no,no,2017,4,1,5
month-to-month,yes,mailed check,49.7,1167.8,male,0,no,no,no,dsl,no,no,yes,no,no,no,2018,2,1,3
